Station,Month,Parameter,From,To,Date,Concentration
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-01,32.64
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-01,57.08
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-01,111.71
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-01,118.67
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-01,113.3
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-01,99.47
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-01,97.91
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-01,96.92
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-01,109.38
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-01,96.37
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-01,91.43
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-02,64.62
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-02,68.27
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-02,59.12
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-02,50.98
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-02,62.4
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-02,57.93
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-02,57.39
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-02,56.07
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-02,77.12
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-02,120.87
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-02,89.2
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-02,44.16
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-02,34.23
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-02,36.37
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-02,39.18
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-02,48.27
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-02,57.76
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-02,74.07
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-02,96.2
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-02,101.52
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-02,104.85
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-02,112.56
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-02,107.07
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-02,102.17
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-03,91.6
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-03,79.36
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-03,75.48
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-03,83.04
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-03,79.1
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-03,73.85
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-03,63.37
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-03,56.15
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-03,79.58
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-03,102.19
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-03,73.18
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-03,53.12
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-03,41.84
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-03,40.05
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-03,38.15
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-03,43.48
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-03,53.71
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-03,73.72
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-03,85.68
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-03,105.73
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-03,113.46
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-03,112.3
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-03,104.08
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-03,98.64
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-04,74.73
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-04,65.05
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-04,46.16
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-04,39.06
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-04,39.62
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-04,49.66
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-04,65.18
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-04,65.98
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-04,74.26
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-04,62.97
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-04,39.75
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-04,41.34
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-04,42.9
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-04,32.02
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-04,26.82
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-04,29.84
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-04,35.67
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-04,63.83
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-04,88.99
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-04,101.13
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-04,104.21
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-04,110.39
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-04,110.58
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-04,93.51
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-05,93.63
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-05,95.12
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-05,89.04
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-05,77.96
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-05,74.09
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-05,64.76
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-05,56.66
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-05,53.04
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-05,111.07
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-05,222.68
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-05,282.78
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-05,245.67
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-05,85.54
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-05,57.92
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-05,50
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-05,45.91
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-05,48.2
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-05,93.02
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-05,140.71
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-05,143.63
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-06,85.14
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-06,81.07
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-06,76.39
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-06,72.49
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-06,84.97
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-06,111.94
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-06,93.88
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-06,118.62
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-06,106.73
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-06,104.65
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-06,94.18
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-06,81.26
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-06,69.23
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-07,58.64
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-07,57.18
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-07,50.63
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-07,46.02
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-07,47.37
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-07,43.02
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-07,35.63
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-07,35.21
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-07,54.25
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-07,124.53
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-07,134.3
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-07,111.31
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-07,60.57
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-07,61.51
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-07,88.94
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-07,88.67
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-07,123.42
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-07,124.16
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-07,122.15
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-07,117.85
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-07,121.14
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-07,115.32
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-07,106.21
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-07,92.15
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-08,80.86
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-08,65.72
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-08,59.98
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-08,54.4
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-08,57.57
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-08,52.54
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-08,52.83
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-08,50.34
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-08,65.38
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-08,159.62
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-08,173.3
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-08,174.02
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-08,172.42
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-08,143.96
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-08,52.92
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-08,38.99
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-08,39.9
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-08,81.22
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-08,133.58
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-08,157.56
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-08,157.4
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-08,161.6
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-08,140.81
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-08,120.81
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-09,108.69
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-09,103.11
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-09,89.72
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-09,72.62
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-09,62.27
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-09,54.86
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-09,74.78
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-09,95.67
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-09,118.49
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-09,107.64
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-09,120.88
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-09,115.07
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-09,113.98
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-09,97.42
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-09,128.97
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-09,115.95
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-09,116.48
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-09,90.97
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-09,98.02
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-09,93.56
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-09,98.06
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-09,97.47
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-09,73.34
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-09,63.63
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-10,54.77
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-10,50.8
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-10,50.09
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-10,55.89
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-10,52.02
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-10,52.09
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-10,49.63
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-10,59.58
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-10,87.72
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-10,99.04
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-10,85.62
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-10,73.33
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-10,74.96
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-10,77.98
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-10,68.31
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-10,83.77
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-10,114.85
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-10,122.38
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-10,104.07
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-10,93.98
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-10,99.36
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-10,95.05
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-10,104.02
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-10,97.31
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-11,77.31
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-11,67.93
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-11,62.52
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-11,63.05
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-11,62.04
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-11,60.87
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-11,57.73
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-11,57.53
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-11,67.64
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-11,55.8
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-11,89.05
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-11,49.51
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-11,46.19
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-11,44.6
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-11,39.32
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-11,43.31
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-11,51.68
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-11,50.28
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-11,52.79
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-11,62.94
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-11,60.42
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-11,64.14
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-11,75.69
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-11,61.27
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-12,49.5
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-12,56.85
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-12,55.72
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-12,46.56
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-12,45.72
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-12,42.68
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-12,43.35
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-12,46.1
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-12,43.63
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-12,38.79
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-12,129.22
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-12,70.94
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-12,62.19
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-12,59.22
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-12,53.5
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-12,52.05
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-12,54.69
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-12,62.25
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-12,53.46
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-12,41.13
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-12,50.25
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-12,49.05
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-12,42.17
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-12,45.4
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-13,37.26
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-13,31.93
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-13,28.21
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-13,25.53
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-13,27.81
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-13,26.55
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-13,31.24
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-13,54.19
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-13,1.14
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-13,111.87
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-13,78.43
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-13,55.17
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-13,34.92
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-13,28.44
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-13,25.35
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-13,30.52
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-13,40.47
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-13,75.68
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-13,76.58
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-13,80.06
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-13,76.87
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-13,66.54
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-13,60.16
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-14,47.05
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-14,57.18
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-14,82.73
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-14,1.8
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-14,53
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-14,46.8
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-22,137.53
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-22,137.92
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-22,129.53
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-22,124.49
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-22,129.8
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-23,121.21
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-23,107.52
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-23,90.73
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-23,75.31
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-23,64.23
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-23,55.39
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-23,53.88
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-23,56.36
MANDIRMARG,Dec,NO2, 08:00:00, 08:59:00,2015-12-23,80.4
MANDIRMARG,Dec,NO2, 09:00:00, 09:59:00,2015-12-23,162.79
MANDIRMARG,Dec,NO2, 10:00:00, 10:59:00,2015-12-23,170.77
MANDIRMARG,Dec,NO2, 11:00:00, 11:59:00,2015-12-23,108.89
MANDIRMARG,Dec,NO2, 12:00:00, 12:59:00,2015-12-23,90.32
MANDIRMARG,Dec,NO2, 13:00:00, 13:59:00,2015-12-23,83.58
MANDIRMARG,Dec,NO2, 14:00:00, 14:59:00,2015-12-23,76.33
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-23,76.29
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-23,93.03
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-23,110.78
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-23,125.89
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-23,112.07
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-23,101
MANDIRMARG,Dec,NO2, 15:00:00, 15:59:00,2015-12-24,28.55
MANDIRMARG,Dec,NO2, 16:00:00, 16:59:00,2015-12-24,32.19
MANDIRMARG,Dec,NO2, 17:00:00, 17:59:00,2015-12-24,47.26
MANDIRMARG,Dec,NO2, 18:00:00, 18:59:00,2015-12-24,73.08
MANDIRMARG,Dec,NO2, 19:00:00, 19:59:00,2015-12-24,86.27
MANDIRMARG,Dec,NO2, 20:00:00, 20:59:00,2015-12-24,87.62
MANDIRMARG,Dec,NO2, 21:00:00, 21:59:00,2015-12-24,87.17
MANDIRMARG,Dec,NO2, 22:00:00, 22:59:00,2015-12-24,74.56
MANDIRMARG,Dec,NO2, 23:00:00, 23:59:00,2015-12-24,68.55
MANDIRMARG,Dec,NO2, 00:00:00, 00:59:00,2015-12-25,62.5
MANDIRMARG,Dec,NO2, 01:00:00, 01:59:00,2015-12-25,65.74
MANDIRMARG,Dec,NO2, 02:00:00, 02:59:00,2015-12-25,51.98
MANDIRMARG,Dec,NO2, 03:00:00, 03:59:00,2015-12-25,50.56
MANDIRMARG,Dec,NO2, 04:00:00, 04:59:00,2015-12-25,50.25
MANDIRMARG,Dec,NO2, 05:00:00, 05:59:00,2015-12-25,49.9
MANDIRMARG,Dec,NO2, 06:00:00, 06:59:00,2015-12-25,54.47
MANDIRMARG,Dec,NO2, 07:00:00, 07:59:00,2015-12-25,55.63
