Station,Month,Parameter,From,To,Date,Concentration
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-08,110.79
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-08,106.4
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-08,100.37
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-08,90.01
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-08,84.8
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-08,82.28
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-09,79.3
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-09,75.9
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-09,70.98
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-09,70.76
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-09,65.76
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-09,65.93
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-09,66.46
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-09,63.99
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-09,65.6
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-09,67.54
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-09,68.02
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-09,55.1
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-09,29.88
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-09,38.66
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-09,52.13
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-09,86.77
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-09,132.43
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-09,127.93
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-09,118.97
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-09,103.96
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-09,94.13
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-09,75.31
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-10,99.74
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-10,95.42
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-10,92.64
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-10,89.17
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-10,85.08
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-10,87.11
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-10,88.51
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-10,88.93
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-10,109.34
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-10,93.84
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-10,63.66
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-10,55.57
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-10,41.67
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-10,33.57
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-10,29.68
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-10,33.26
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-10,50.82
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-10,116.12
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-10,127.13
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-10,120.49
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-10,81.75
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-10,71.55
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-10,48.99
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-10,33.55
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-11,27.63
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-11,31.46
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-11,10.27
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-11,11.77
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-11,10.9
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-11,11.33
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-11,6.38
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-11,7.53
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-11,74.33
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-11,209.52
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-11,97.54
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-11,48.34
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-11,48.92
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-11,37.2
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-11,34.68
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-11,41.04
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-11,69.81
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-11,157.37
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-11,140.86
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-11,118.77
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-11,94.73
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-11,65.07
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-11,51.09
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-11,28.91
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-12,15.54
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-12,21.63
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-12,57.86
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-12,53.18
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-12,47.64
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-12,51.98
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-12,52.72
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-12,83.3
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-12,122.97
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-12,126.78
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-12,115.75
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-12,103.01
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-12,87.31
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-12,92.57
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-12,74.27
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-13,58.98
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-13,67.08
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-13,87.74
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-13,109.05
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-13,90.38
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-13,79.17
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-13,82.82
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-13,97.03
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-13,92.17
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-13,90.63
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-13,64.62
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-13,53.14
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-13,50.77
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-13,92.03
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-13,108.93
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-13,74.56
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-13,68.17
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-13,99.13
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-13,114.29
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-13,97.95
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-13,99.04
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-13,96.4
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-13,88.47
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-13,83.14
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-14,70.03
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-14,53.96
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-14,48.63
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-14,43.66
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-14,36.23
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-14,36.4
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-14,39.88
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-14,48.66
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-14,62.92
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-14,68.48
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-14,64.92
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-14,69.78
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-14,80.04
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-14,85.14
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-14,103.86
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-14,110.43
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-14,113.5
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-14,106.56
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-14,106.85
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-14,106.28
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-14,98.64
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-14,88.57
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-14,75.63
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-14,67.79
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-15,72.16
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-15,71.48
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-15,73.46
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-15,62.43
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-15,54.51
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-15,54.81
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-15,51.95
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-15,60.54
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-15,68.85
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-15,65.86
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-15,62.74
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-15,54.88
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-15,52.78
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-15,47.92
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-15,43.24
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-15,48.96
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-15,53.96
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-15,63.69
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-15,69.04
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-15,64.53
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-15,58.71
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-15,73.84
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-15,56.84
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-15,43.17
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-16,42.06
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-16,58.02
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-16,61.62
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-16,50.73
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-16,34.59
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-16,30.65
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-16,38.23
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-16,43.29
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-16,50.98
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-16,52.24
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-16,56.88
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-16,52.43
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-16,47.82
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-16,43.41
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-16,40.09
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-16,44.73
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-16,56.05
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-16,77.4
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-16,100.75
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-16,98.62
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-16,89.59
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-16,83.88
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-16,83.66
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-16,83.75
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-17,86.62
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-17,82.25
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-17,62.07
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-17,56.76
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-17,46.89
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-17,57.42
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-17,61.36
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-17,63.46
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-17,67.25
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-17,65.87
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-17,65.3
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-17,65.18
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-17,51.99
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-17,40
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-17,38.23
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-17,65.75
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-17,122.97
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-17,132.54
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-17,131.83
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-17,119.92
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-17,90.24
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-17,82.39
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-17,72.9
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-17,43.96
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-18,42.01
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-18,36.23
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-18,29.67
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-18,31.91
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-18,24.02
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-18,27.79
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-18,38.23
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-18,48.57
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-18,100.57
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-18,183.38
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-18,136.6
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-18,109.66
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-18,90.52
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-18,124.07
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-18,115.24
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-18,89.16
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-18,102.07
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-18,155.23
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-18,145.24
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-18,132.13
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-18,95.9
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-18,112.58
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-18,101.14
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-18,78.48
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-19,83.89
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-19,89.75
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-19,73.14
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-19,66.67
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-19,59.43
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-19,46.73
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-19,49.05
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-19,67.08
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-19,76.08
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-19,82.69
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-19,95.28
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-19,93.61
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-19,105.33
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-19,109.4
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-19,113.32
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-19,118.1
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-19,130.73
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-19,125.87
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-19,112.32
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-19,112.83
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-19,121.25
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-19,105.08
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-19,94.56
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-19,80.61
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-20,75.04
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-20,75.63
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-20,71.26
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-20,69.1
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-20,65.74
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-20,78.27
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-20,66.63
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-20,66.5
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-20,80.32
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-20,80.96
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-20,72.54
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-20,73.49
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-20,69.42
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-20,65.49
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-20,65.6
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-20,68.31
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-20,79.29
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-20,110.57
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-20,129.1
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-20,122.42
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-20,102.72
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-20,85.38
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-20,76.79
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-20,72.58
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-21,82.83
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-21,85.38
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-21,69.4
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-21,53.92
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-21,37.8
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-21,54.1
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-21,68.91
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-21,60.35
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-21,53
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-21,58.44
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-21,62.81
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-21,83.35
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-21,126.71
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-21,143.16
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-21,135.66
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-21,120.08
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-21,99.14
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-21,59.25
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-21,41.93
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-22,36.37
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-22,38.69
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-22,42.18
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-22,40.39
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-22,23.71
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-22,15.12
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-22,47.86
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-22,69.82
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-22,103.95
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-22,126.06
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-22,127.04
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-22,128.83
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-22,94.4
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-22,113.16
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-22,138.93
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-22,131.99
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-22,140.67
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-22,159.19
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-22,154.2
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-22,138.86
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-22,116.88
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-22,99.72
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-22,93.98
RKPURAM,Jan,NO2, 23:00:00, 23:59:00,2016-01-22,80.76
RKPURAM,Jan,NO2, 00:00:00, 00:59:00,2016-01-23,79.55
RKPURAM,Jan,NO2, 01:00:00, 01:59:00,2016-01-23,76.24
RKPURAM,Jan,NO2, 02:00:00, 02:59:00,2016-01-23,61.8
RKPURAM,Jan,NO2, 03:00:00, 03:59:00,2016-01-23,59.69
RKPURAM,Jan,NO2, 04:00:00, 04:59:00,2016-01-23,37.88
RKPURAM,Jan,NO2, 05:00:00, 05:59:00,2016-01-23,26.19
RKPURAM,Jan,NO2, 06:00:00, 06:59:00,2016-01-23,28.32
RKPURAM,Jan,NO2, 07:00:00, 07:59:00,2016-01-23,60.75
RKPURAM,Jan,NO2, 08:00:00, 08:59:00,2016-01-23,79.79
RKPURAM,Jan,NO2, 09:00:00, 09:59:00,2016-01-23,110.26
RKPURAM,Jan,NO2, 10:00:00, 10:59:00,2016-01-23,71.62
RKPURAM,Jan,NO2, 11:00:00, 11:59:00,2016-01-23,54.15
RKPURAM,Jan,NO2, 12:00:00, 12:59:00,2016-01-23,67.9
RKPURAM,Jan,NO2, 13:00:00, 13:59:00,2016-01-23,59.43
RKPURAM,Jan,NO2, 14:00:00, 14:59:00,2016-01-23,47.52
RKPURAM,Jan,NO2, 15:00:00, 15:59:00,2016-01-23,98.75
RKPURAM,Jan,NO2, 16:00:00, 16:59:00,2016-01-23,188.86
RKPURAM,Jan,NO2, 17:00:00, 17:59:00,2016-01-23,200.14
RKPURAM,Jan,NO2, 18:00:00, 18:59:00,2016-01-23,183.08
RKPURAM,Jan,NO2, 19:00:00, 19:59:00,2016-01-23,156.47
RKPURAM,Jan,NO2, 20:00:00, 20:59:00,2016-01-23,126.03
RKPURAM,Jan,NO2, 21:00:00, 21:59:00,2016-01-23,126.97
RKPURAM,Jan,NO2, 22:00:00, 22:59:00,2016-01-23,111.92
